covid_fatality_rate,continent,country,age_dependency_ratio,diabetes_prevalence,gni_per_capita_atlas_method,Good_maternal_and_infant_practices,Bad_hygiene_practices,rural_populations,fat_animal_products,good_fat_sources,fat_cereals__excluding_beer,obesity,undernourished,unhealthy_kcals,healthy_kcals,protein_alcoholic_beverages,protein_animal_fats,protein_milk__excluding_butter,protein_oilcrops,protein_stimulants,protein_sugar__sweeteners,protein_vegetable_oils,gni_real,comparative_fatality_rate,population_ages_0014,population_ages_65_and_above,fat_cereals_excluding_beer,fat_eggs,fat_fish_seafood,fat_fruits_excluding_wine,fat_meat,fat_miscellaneous,fat_milk_excluding_butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy_roots,fat_stimulants,fat_treenuts,fat_vegetable_oils,fat_vegetables,improved_water_source_of_population_with_access
398.0421519,europe,hungary,47.87781433,7.3,12990,1118.830703,0,28.773,28.9972,18.8711,1.2735,28.6,2.5,30.356,23.1893,0.5289,0.5687,9.8157,0.2616,0.4777,0,0.1081,high_gni,high_fatality_rate,14.55870778,17.81789855,1.2735,1.2018,0.1954,0.127,10.0576,0,5.2308,0.0033,0.3583,0.0391,0.1107,0.0391,0.7393,0.0456,18.0699,0.2019,100
11.18422842,europe,iceland,51.59234209,6.1,49730,3662.651717,0,5.863,34.4402,10.6539,4.3005,23.1,2.5,37.2484,19.1481,0.3794,0.3298,12.5102,0.5142,0.9184,0.0035,0.0035,high_gni,low_fatality_rate,20.31964787,13.71389542,4.3005,0.8991,1.6872,0.4975,13.6029,0.1199,11.0046,0.1349,0.8931,0.012,0.1079,0.03,1.5254,0.5005,7.4053,0.1678,100
36.72520548,asia,india,52.44887197,9.3,1590,89.58819813,27.1,67.253,16.0538,26.7945,5.1196,3.8,14.5,9.6941,34.8232,0.0077,0.0306,7.8142,1.1174,0.176,0.0459,0,low_gni,low_fatality_rate,28.78812732,5.616110171,5.1196,0.7653,0.3783,0.4046,0.9061,0,6.4919,0.0264,3.7386,1.1084,0.8005,0.0792,0.0176,0.5014,21.7804,0.3958,94.1
55.94497038,asia,indonesia,48.95607776,6.5,3440,110.778553,16.75,46.258,9.1722,34.6376,6.6871,6.9,8.3,7.7815,39.6333,0.0073,0.0219,1.0854,2.3529,0.4006,0.0219,0,low_gni,low_fatality_rate,27.69238722,5.173729081,6.6871,1.4549,2.5122,0.7139,3.6237,0,0.7049,0.1627,7.3649,0.0452,0.3886,0.3072,0.497,0.3976,24.0918,0.2711,87.4
166.3597663,asia,iran,40.19461907,10.1,13410.2027,520.1124854,0,26.625,16.9273,26.7426,5.5867,25.5,4.9,12.7084,35.6891,0,0.2626,2.8201,0.1313,0.3311,0.0057,0.0057,high_gni,high_fatality_rate,23.60947147,5.061114707,5.5867,1.3259,0.6114,0.6243,6.1724,0,2.6389,0.1416,0.4055,0.2961,0.2124,0.1738,0.0451,4.9044,20.2935,0.5278,96.2
66.32550316,asia,iraq,78.69586062,9.3,5550,136.6851412,0,30.529,11.1327,31.5031,6.2761,27.4,29,10.4288,39.2223,0.0083,0.033,2.2547,0.3799,0.3469,0,0.0165,mid_gni,low_fatality_rate,40.98275847,3.056236246,6.2761,1.9023,0.1441,0.2306,3.5164,0.0432,1.7366,0.0288,0.9584,0.1369,0.0576,0.0288,0.7278,0.6341,29.6152,0.1513,86.6
127.3944917,europe,ireland,53.65716532,4.4,46680,1534.504092,6.109423019,36.759,27.1689,19.0663,2.7091,26.9,2.5,28.3966,23.7556,0.7787,0.3115,9.6847,0.5569,0.59,0.0047,0.0425,high_gni,high_fatality_rate,21.78056144,13.13950301,2.7091,0.9231,0.9372,0.2829,10.0477,0.0283,6.5464,0.0707,0.863,0.0389,0.0707,0.0531,1.5137,0.8417,16.1839,0.2405,97.9
98.36046012,asia,israel,64.12940849,7.5,35440,1575.804047,0,7.86,15.8138,30.4366,1.6083,26.7,2.5,21.5354,30.0384,0.11,0.0204,8.3374,1.5444,0.4931,0.0041,0.0326,high_gni,high_fatality_rate,27.83345709,11.23901233,1.6083,0.87,0.5746,1.6051,8.1541,0.0257,4.8443,0.0867,3.0787,0.1605,0.061,0.0353,0.8315,1.3194,25.1782,0.2857,100
225.982382,europe,italy,56.54415147,5.1,32790,4945.726266,0,31.036,21.8727,26.9951,1.3598,22.9,2.5,23.4701,29.4619,0.1827,0.1405,8.0191,0.178,0.5996,0,0.0141,high_gni,high_fatality_rate,13.71038193,22.4098759,1.3598,1.0529,0.7327,0.2541,8.7134,0.0198,5.9146,0.0627,0.4753,0.0858,0.0099,0.0297,0.1056,1.4324,24.127,0.2277,100
90.72096571,north america,jamaica,48.62651083,11.5,5010,158.4234269,0.65,45.212,23.0867,23.2647,2.2375,24.4,8,23.9797,25.195,0.103,0.048,5.7515,0.9266,0.3226,0,0.0343,mid_gni,high_fatality_rate,23.57833915,9.138896695,2.2375,0.3242,1.2204,0.4322,9.5156,0.1081,5.7081,0.1462,3.4389,0.089,1.4302,0.2161,0.3496,0.1398,18.1732,0.2924,93.8
14.4842638,asia,japan,64.46694702,5.7,36680,3367.251871,0,6.502,19.4516,30.6767,1.8642,4.4,2.5,20.7267,30.849,0.2541,0.0058,4.1058,4.9835,0.6699,0.0462,0.0289,high_gni,low_fatality_rate,12.85549617,26.34201314,1.8642,3.1241,3.2666,0.1881,7.8331,0.0285,3.2096,0.1026,2.9816,0.0342,0.1425,0.0513,0.8266,0.6499,23.4308,0.3478,100
166.6063822,asia,jordan,64.77538658,11.7,4680,151.4008885,0,16.321,12.2622,33.0528,3.7391,33.4,12.2,16.0096,33.364,0.0072,0.0289,4.7826,1.0636,0.6295,0,0.0145,mid_gni,high_fatality_rate,35.5254237,3.785900594,3.7391,0.5224,0.3189,0.198,5.8122,0.0385,3.6512,0.088,2.5074,0.2584,0.1155,0.055,0.5994,0.9018,29.0553,0.2694,96.9
103.8011241,asia,kazakhstan,50.27004132,6.4,11580,778.1584244,0,46.753,23.4158,23.6218,1.7405,21.3,2.5,24.8592,26.0482,0.2369,0.2053,12.8645,0.4264,0.4422,0,0.0316,mid_gni,high_fatality_rate,26.71739925,6.735737743,1.7405,0.8975,0.1321,0.1787,9.674,0.0389,9.5031,0.1748,0.6488,0.0078,0.0272,0.1088,0.9946,0.7654,21.7258,0.3497,92.9
11.67853362,africa,kenya,80.86946228,2.4,1340,44.96329819,7.3,74.378,17.7332,20.2618,9.9701,6,29.4,12.1498,31.8577,0.1724,0.0411,5.4114,0.4434,0.4681,0,0.0411,low_gni,low_fatality_rate,41.90906283,2.802444162,9.9701,0.3438,0.2773,1.0757,6.5654,0,8.4951,0.1885,1.6746,0.8429,0.0555,0.2551,0.0665,0.5989,17.5003,0.2107,63.2
0,oceania,kiribati,63.00039147,18.6,3230,92.234191,27.8,55.696,10.5699,39.8902,1.956,45.6,2.7,16.672,24.2145,0.0338,0.0473,0.602,4.1328,0.0676,0,0,low_gni,low_fatality_rate,34.94658566,3.703868426,1.956,0.265,3.0833,0.3517,6.1955,0.0434,0.2553,0.0193,28.5639,0,0.0145,0.2409,0.0193,0.8094,7.2939,0.1397,66.9
0,asia,north korea,44.31443847,4.4,13410.2027,192.1817928,0,39.125,11.4709,30.1783,7.2234,7.1,47.8,7.4612,38.7097,0.0287,0,0.3348,1.8464,0.0287,0,0,high_gni,low_fatality_rate,21.16742556,9.539438521,7.2234,1.6911,0.5375,0.6424,8.7179,0.0131,0.4195,0.0918,0.9832,0.6555,0,0.3146,0.0393,0.0262,27.5957,1.0357,99.7
11.11285734,asia,south korea,37.211136,7.2,27440,1825.728453,0,17.526,20.0483,29.4218,1.8403,4.9,2.5,21.3268,32.4873,1.0359,0.1804,1.644,2.9221,0.2268,0.0618,0,high_gni,low_fatality_rate,13.99269992,13.126919,1.8403,1.3524,1.9147,0.1766,11.186,0,1.1386,0.1534,1.8914,0.0186,0.0372,0.0325,0.237,1.2036,23.7197,0.6924,89.77070064
63.41025381,asia,kuwait,32.09031154,20,40930,2601.827424,0,1.658,19.8923,24.6163,3.0847,37,2.8,19.4775,30.7257,0,0.025,6.6516,0.4758,0.6211,0,0.005,high_gni,low_fatality_rate,22.32410913,1.970111366,3.0847,2.3242,0.3732,0.3496,9.5706,0.1086,5.2766,0.189,1.3416,0.1984,0.5385,0.0472,1.5353,1.181,21.215,0.5055,99
5.47,asia,laos,62.81394297,3.6,1730,75.34125662,12.15,61.386,21.6306,18.2368,9.0989,4.5,16.5,10.4529,37.9226,0.0541,0.1082,0.2644,1.8629,1.941,0,0.006,low_gni,low_fatality_rate,34.76961192,3.810586939,9.0989,0.4974,1.6871,0.8777,15.0283,0.0878,0.2243,0.2243,5.6076,0.1365,1.0435,0.3121,0.078,0.0683,9.762,1.1118,75.7
230.990073,europe,latvia,52.1836352,5.4,14900,896.7322098,0,32.618,30.439,16.4521,1.5314,25.7,2.5,27.442,22.913,0.6062,0.7346,10.449,0.3493,0.6627,0.0051,0.0257,high_gni,high_fatality_rate,14.92212902,19.36779594,1.5314,1.343,0.8819,0.2526,9.7976,0.0361,7.8613,0.1122,0.6334,0,0.0321,0.1323,2.0044,0.8819,13.7943,0.2606,99.3
155.8605463,asia,lebanon,47.33769414,13,7930,951.7818175,0.2,12.208,12.4024,33.9505,2.253,31.3,11,14.5189,32.7718,0.0517,0.0443,5.4607,1.2636,0.7389,0,0.0148,mid_gni,high_fatality_rate,23.99303815,8.135667555,2.253,0.329,0.3681,0.58,5.1361,0.039,4.3553,0.0502,2.8385,0.2175,0.0836,0.1171,0.725,2.911,27.4593,0.3736,99
31.14722003,africa,lesotho,67.26589284,3.9,13410.2027,57.95678469,18.05,72.688,12.96,17.5943,18.3763,13.5,13.1,9.4893,38.2862,0.2653,0.0078,1.7948,0.3043,0.0624,0,0,high_gni,low_fatality_rate,36.07264937,4.142299236,18.3763,0.2415,0.253,0.1495,9.1881,0.046,2.4149,0.345,0.782,0.4025,0.391,0.184,0.1495,0.0345,16.3523,0.1725,81.8
6.37,africa,liberia,82.87271056,2.3,380,46.08814705,37.55,50.299,7.4228,38.947,3.3592,8.6,37.2,7.106,36.0694,0.0752,0.0251,0.3258,1.6416,0.0501,0,0.0125,low_gni,low_fatality_rate,42.30572287,3.011432599,3.3592,0.2528,0.3702,0.1445,6.0051,0.0361,0.2438,0.1355,1.5803,0.0361,0,0.307,0.1174,0.3883,36.4186,0.1896,75.6
253.831439,europe,lithuania,50.06602969,4,15000,1600.828966,6.109423019,33.492,32.3048,15.9766,1.7819,28.4,2.5,30.7063,22.3572,0.5273,0.2077,13.0577,0.3435,0.4194,0.004,0.02,high_gni,high_fatality_rate,14.5148789,18.84779939,1.7819,1.9226,1.238,0.3283,14.2134,0.0094,5.4302,0.1125,0.8441,0.2345,0.197,0.061,0.3423,0.9238,12.7128,0.2579,96.6
160.6176142,europe,luxembourg,43.70940115,4.7,77000,1650.37887,0,9.84,32.4517,12.4158,1.8437,24.2,2.5,34.5727,20.045,0.594,0.2452,10.6124,0.3253,2.5364,0.0047,0.0189,high_gni,high_fatality_rate,16.43367248,13.98141454,1.8437,1.6645,0.6987,0.3256,16.3118,0.0658,7.2286,0.0658,0.6402,0.0146,0.1646,0.0329,3.3838,0.128,10.6855,0.2634,100
4.24,africa,madagascar,80.33338854,4,420,49.39245447,28.85,64.895,19.0932,18.5399,10.0681,4.5,44.4,7.8297,34.9973,0.0931,0.0349,2.3169,0.1746,0.3842,0,0,low_gni,low_fatality_rate,41.70933498,2.837816928,10.0681,0.3406,0.745,1.2984,11.5581,0.0213,4.4274,0.298,1.5113,0.3193,0.2554,0.9153,0.1916,0.2129,15.8791,0.1916,51.5
13.73202522,africa,malawi,94.54637854,3.6,350,43.96310355,2.75,83.728,18.8711,15.1329,13.0891,4.7,17.5,8.8007,28.6686,0.1544,0.0956,0.2646,3.2713,0.0809,0,0,low_gni,low_fatality_rate,45.15698075,3.441394226,13.0891,0.2753,0.6672,1.3767,14.6458,0.0106,0.4024,0.2542,5.6232,0.7519,0.0529,1.3555,0.0318,0.2012,8.4189,0.2224,90.2
103.8112582,asia,malaysia,44.736656,17.9,10570,326.5203766,0,25.295,17.1723,31.3931,2.2933,15.3,2.5,20.1101,32.812,0.0824,0.0634,1.527,0.6273,0.1901,0,0.0063,mid_gni,high_fatality_rate,25.01798637,5.890817113,2.2933,2.7596,1.8599,0.1756,9.8041,0.0713,1.2289,0.0329,1.7502,0.0658,0.6584,0.0329,0,0.3731,27.174,0.2359,98.2
64.03316038,asia,maldives,47.44842249,9.2,6670,176.8916921,0,54.464,29.7398,20.2239,4.5092,7.9,10.3,19.738,31.5719,0.0367,0.0612,4.8394,0.3793,0.52,0.0061,0.0061,mid_gni,low_fatality_rate,27.47864059,4.701133211,4.5092,3.2756,8.4068,0.4665,5.836,0.4561,7.3909,0,1.3683,0.0518,1.1713,0.0622,1.7207,4.9756,4.9549,0.5183,98.6
3.75,africa,mali,100.1835351,2.2,790,51.31022272,5.75,60.084,17.4631,19.6948,12.0873,7.1,6.3,9.9163,37.6303,0.2414,0.0177,5.6769,1.2131,0.1237,0.0059,0,low_gni,low_fatality_rate,47.52618426,2.519657444,12.0873,0.1327,0.4065,0.2987,5.6745,0.0249,9.7146,0.3152,3.3765,0.5475,0.1244,0.1327,0.0332,1.3357,14.1945,0.3816,77
110.3555721,europe,malta,50.78462835,9.9,13410.2027,2096.778018,0,4.593,29.3856,13.8909,4.8786,31,2.5,28.9698,23.3059,0.2579,0.0688,9.1968,0.5802,0.6188,0,0.0215,high_gni,high_fatality_rate,14.43213032,19.24809516,4.8786,1.3878,1.3074,0.2666,10.6541,0.0169,9.3298,0.0508,1.4978,0.0804,0.0804,0.0296,2.6783,1.172,9.3975,0.5162,100
21.29038412,africa,mauritania,76.13809182,2.3,13410.2027,50.96100145,23.1,40.141,17.4021,28.1475,4.3092,11.3,10.4,15.922,34.1838,0,0.0188,7.9737,0.3257,0.5951,0,0.0063,high_gni,low_fatality_rate,40.01640785,3.209955639,4.3092,0.4337,0.5369,0.0895,5.7479,0.0688,8.646,0.2822,0.5025,0.3373,0,0.0207,0.1652,0,26.9567,0.1514,57.9
62.25224833,africa,mauritius,40.61770867,22.3,9610,352.9694732,0.05,60.329,12.8934,33.0515,3.2471,11.5,6.5,16.0351,34.3245,0.2315,0.0508,5.7538,0.7849,0.3783,0,0.0169,mid_gni,low_fatality_rate,19.3221553,9.563057841,3.2471,0.7355,1.0457,0.1501,6.7594,0.1001,2.8418,0.055,1.566,0.2502,0.3452,0.025,0.9856,0.2702,29.9945,0.1751,99.9
235.7381075,north america,mexico,51.6816002,15.8,9710,302.8472153,0.4,20.754,23.7741,18.9796,6.4604,28.4,3.6,23.5051,28.9329,0.2784,0.0107,5.6906,0.6906,0.0803,0.0428,0.0214,mid_gni,high_fatality_rate,27.60543641,6.466989075,6.4604,2.2807,0.4661,0.5305,13.2133,0.005,4.3433,0.2182,1.185,0.238,0.2529,0.0248,0.2033,0.7437,16.3419,0.2429,96.1
289.0986593,europe,moldova,34.57382903,7.1,2220,828.4078739,0.05,55.005,26.5244,20.2813,2.557,20.1,11.22675159,22.656,28.9622,0.3236,0.2052,9.0285,0.1026,0.2525,0,0.0158,low_gni,high_fatality_rate,15.73340392,9.957932088,2.557,1.5517,0.6921,0.2987,9.7764,0.0656,7.5326,0.1238,0.2841,0.0291,0.0146,0.0874,0.8305,0.1093,18.8388,0.357,88.4
69.581168,asia,mongolia,47.64877847,5.4,3830,229.7813435,5.1,27.96,36.9018,8.6009,2.7445,19.6,13.4,35.4145,22.8011,0.2367,0.1092,9.7706,0.091,0.4005,0,0.0182,low_gni,high_fatality_rate,28.22788694,4.043818225,2.7445,0.593,0.0315,0.042,21.0223,0.0525,9.0628,0.6717,0.1259,0.0105,0.0052,0.042,1.6373,0.0787,8.2231,0.1417,64.4
387.378934,europe,montenegro,47.71037386,10.5,7240,2101.078011,0.05,35.974,32.7855,10.6635,3.7312,24.9,2.5,30.7714,22.9708,0.1588,0.0882,14.9495,0.3221,0.8207,0.0044,0.0176,mid_gni,high_fatality_rate,18.6549288,13.64502917,3.7312,1.1566,0.3473,0.3688,14.7778,0.1003,12.5363,0.0752,0.5837,0.0788,0.043,0.0251,2.5531,0.8415,8.6332,0.2578,99.7
43.19393571,africa,morocco,50.12828426,8.1,3040,102.7528398,4.55,39.805,15.4227,27.1096,7.1539,25.6,3.4,12.4557,37.2929,0.0204,0.0255,2.5342,0.0816,0.3518,0,0.0051,low_gni,low_fatality_rate,27.22206096,6.168238882,7.1539,1.1517,1.2329,0.7014,6.9989,0.0074,2.2296,0.2289,0.7309,0.1477,0.3987,0.096,0.1993,1.9048,22.9457,0.2953,85.4
7.17,africa,mozambique,94.7503396,2.6,580,49.80769354,26.3,67.786,11.591,28.5469,8.8101,6,27.9,6.8128,27.6849,0.1562,0,1.562,0.6248,0.2831,0,0,low_gni,low_fatality_rate,45.30351728,3.348690356,8.8101,0.5537,0.849,0.1846,6.8783,0.0369,2.0795,0.1107,1.1936,0.7014,0.0246,0.849,0.0984,0.8244,25.5199,0.16,51.1
147.7531997,africa,namibia,67.266778,4.2,5210,58.44611747,34.4,53.34,16.7373,24.6503,6.802,15,27.3,17.4959,25.9868,0.386,0.0483,4.6244,0.4745,0.2493,0,0.0241,mid_gni,high_fatality_rate,36.69013311,3.525131872,6.802,0.2718,0.6075,0.2798,7.7772,0.0959,4.548,0.2078,0.8792,0.4316,0.4236,0.5915,0.5995,0.1199,22.9078,0.1359,91
40.66115587,asia,nepal,61.84173909,3.7,730,70.01192138,18.6,81.385,12.1853,27.9249,7.1664,3.8,8.7,5.6854,38.6989,0.0407,0.0271,3.7648,0.1628,0.1018,0.0068,0.0068,low_gni,low_fatality_rate,32.66410883,5.547133483,7.1664,0.4361,0.1563,0.5513,2.7069,0.0082,5.4139,0.1563,0.4525,0.5513,1.1437,0.1975,0.2468,0.5019,26.2136,0.6006,91.6
126.3069391,europe,netherlands,53.26548811,5.5,48940,2200.802879,0,9.504,30.1494,18.6826,1.2702,23.1,2.5,31.0759,21.7485,0.3823,0.0573,13.7921,0.1864,0.3393,0.0048,0.043,high_gni,high_fatality_rate,16.52327168,18.23046939,1.2702,1.4787,0.7451,0.3475,10.8567,0,10.3934,0.027,0.3591,0.0309,0.1235,0.0849,0.0541,1.498,15.8449,0.2355,100
1.11,oceania,new zealand,54.00824581,7.3,40080,1137.930498,6.109423019,13.716,34.1264,14.5594,1.3271,32,2.5,32.5044,21.2735,0.3023,0.1539,4.4303,1.2917,0.3463,0.0055,0.011,high_gni,low_fatality_rate,20.20690618,14.8615024,1.3271,1.2111,0.6485,0.3049,13.9409,0,4.2948,0.0601,2.0228,0.0773,0.0859,0.0687,0.0945,1.3357,10.2689,0.2835,100
3.57,north america,nicaragua,54.12985765,9.2,1940,97.29263052,4.9,41.221,17.9935,21.9466,9.2369,21.8,17,17.2912,31.2156,0.0907,0.0302,5.9264,0.9902,0.0832,0,0.0076,low_gni,low_fatality_rate,30.03428788,5.085356341,9.2369,1.008,0.4174,0.1339,7.6069,0.1102,6.5123,0.1102,1.9214,0.4646,0.0079,0.1024,0.4252,0.0315,19.3952,0.1811,87
1.38,africa,niger,112.9728005,2.2,390,46.11748259,43.55,81.268,10.9769,24.5918,12.436,4.7,16.5,5.1959,35.5176,0.0061,0.0244,3.474,4.1028,0.0549,0,0,low_gni,low_fatality_rate,50.46557838,2.580068867,12.436,0.058,0.1353,0.2416,3.6332,0.0097,4.3193,0.1836,13.4216,1.4398,0.3479,0.0483,0.029,0,10.5904,0.4445,58.2
1.66,africa,nigeria,87.70842622,2.3,2820,36.47721332,20.3,52.224,5.0182,35.9147,7.1082,7.8,13.4,5.135,29.8152,0.456,0.0089,0.5991,3.0135,0.0179,0,0,low_gni,low_fatality_rate,43.98916681,2.736719707,7.1082,0.5755,0.5957,0.3433,2.4838,0.0101,0.4645,0.0909,4.3922,0.4241,0.4746,1.2621,0.0404,0.2322,30.1494,0.5452,68.5
382.9771469,europe,north macedonia,41.39453471,10.3,5140,2151.202943,0.35,42.896,19.642,25.8345,1.9013,23.9,3.2,19.7066,28.3594,0.2603,0.0558,9.0796,1.159,0.9049,0,0.0248,mid_gni,high_fatality_rate,16.95308963,12.32281894,1.9013,0.7305,0.2371,0.4112,6.5409,0.0435,4.8476,0.15,2.0174,0.1355,0.4886,0.0774,1.7078,1.1708,21.6642,0.745,99.4
25.1158553,europe,norway,52.21039452,6,93820,2897.720925,0,19.527,27.2211,19.7763,1.9601,25,2.5,27.1465,24.2648,0.3223,0.3132,9.7681,1.1075,1.0894,0,0.1135,high_gni,low_fatality_rate,17.96854595,16.33291863,1.9601,1.0645,1.5545,0.4055,10.6992,0.3244,7.4043,0.0541,1.7032,0.0912,0.0473,0.0473,1.6796,0.8888,15.4642,0.1656,100
91.65933459,asia,oman,30.04213842,14.8,16920,502.4884846,3,22.359,23.6146,20.6848,3.7744,22.9,6.8,17.9462,33.1968,0.0294,0.0294,8.6221,0.2819,0.3759,0,0.0059,high_gni,high_fatality_rate,20.52080139,2.581047584,3.7744,1.4422,0.929,0.7926,9.0171,0.0325,9.6407,0.2144,1.1174,0.1689,0.7276,0.039,1.0979,0.6107,17.4495,0.5782,93.4
15.31455302,asia,pakistan,65.29531816,8.1,1440,76.62336102,6.95,61.242,24.8245,20.2986,4.2124,7.8,20.3,18.2424,29.8239,0,0.0604,14.6868,2.3547,0.3019,0.0226,0.1132,low_gni,low_fatality_rate,35.00983783,4.492380924,4.2124,0.6203,0.0818,0.1227,3.4967,0.0068,11.5125,0.1431,1.0906,0.2726,0.2249,0.0341,0.0204,0.1909,18.8603,0.075,91.4
189.048955,north america,panama,53.36680557,9.8,12050,133.7098825,2.1,33.408,25.9557,19.0896,3.8355,22.5,10,22.6761,28.7676,0.4278,0.1006,7.3725,1.3776,0.3208,0.0126,0.0315,mid_gni,high_fatality_rate,27.16456345,7.632278913,3.8355,0.8991,0.8614,0.5722,9.1046,0.132,5.7281,0.1823,1.4273,0.1509,0.0377,0.0566,1.0375,0.4339,16.2412,0.1258,94.7
250.3945175,south america,paraguay,56.62760289,9.7,4220,84.46706877,0,40.334,19.8084,23.6351,4.9807,19,10.7,20.8068,24.0008,0.4165,0.1458,4.665,1.201,2.5824,0,0.0069,low_gni,high_fatality_rate,30.13382942,6.020463847,4.9807,1.5622,0.1742,0.3974,10.2335,0.0272,3.7069,0.2558,2.0576,0.2123,0.0218,0.5552,0.5334,0.0163,21.2672,0.1198,98
645.9895202,south america,peru,53.18806328,6.9,6200,170.818618,3.15,21.391,18.0402,24.8442,5.5879,19.1,9.7,13.6331,29.9025,0.2423,0.0064,3.4173,1.7469,0.5802,0,0.0128,mid_gni,high_fatality_rate,27.89561799,6.825144287,5.5879,2.1206,1.9497,1.6382,6.8241,0.0302,5.608,0.4322,2.5628,0.603,0.0704,0.6834,0.4523,0.2312,19.6482,0.4523,86.7
51.14628544,asia,philippines,57.55023434,6.9,3540,100.6380095,5.35,55.627,29.7607,16.8974,3.4748,6,13.3,17.3336,35.1719,0.1914,0.3191,1.6273,0.694,0.4068,0.0319,0,low_gni,low_fatality_rate,31.94853554,4.579645191,3.4748,1.0544,1.6045,0.7243,18.887,0.0275,0.5684,0.2751,2.2371,0.055,0.0642,0.22,0.3576,0.7701,11.9281,0.3576,91.8
255.4086641,europe,poland,43.84267732,6.2,13370,5551.126131,0,39.461,32.746,15.6589,1.6183,25.6,2.5,30.0667,23.3585,0.7325,0.5045,6.8785,0.2619,0.3056,0,0.0631,high_gni,high_fatality_rate,14.9462804,15.53332383,1.6183,0.7141,0.4851,0.2057,13.3072,0,5.86,0.0078,0.4967,0.031,0.0427,0.1087,0.0737,0.4385,13.9747,0.2639,98.3
183.164023,europe,portugal,53.47967567,9.9,20530,2072.971815,0,36.532,26.4556,20.5746,2.1808,23.2,2.5,28.0436,25.6517,0.2926,0.3581,7.8606,0.1528,0.6201,0.0044,0.0393,high_gni,high_fatality_rate,14.05332063,20.7914682,2.1808,0.7993,1.0267,0.2825,10.3459,0.0138,4.5442,0.1378,0.4203,0.0689,0.0413,0.0586,1.354,0.7648,18.0803,0.2825,100
296.2426766,europe,romania,48.88613107,8.4,9500,598.6857246,6.109423019,45.436,27.4359,18.3883,2.5519,24.5,2.5,23.0562,26.7167,0.5856,0.0656,10.9445,0.253,0.417,0.0141,0.0187,mid_gni,high_fatality_rate,15.52058179,17.31399673,2.5519,1.5914,0.1994,0.293,7.9894,0.0366,10.6349,0.1221,0.5495,0.0407,0.4965,0.1099,0.8506,0.6797,16.512,0.4477,100
210.0469787,asia,russian federation,43.0978772,9.2,11400,602.0611078,1,25.992,27.936,20.4903,1.6511,25.7,2.5,26.4803,25.0372,0.3436,0.0834,8.1632,0.3682,0.3534,0.0049,0.0245,mid_gni,high_fatality_rate,16.75191851,13.3658427,1.6511,1.9603,0.9415,0.2138,10.8433,0.0091,6.8453,0.1455,0.7823,0.0546,0.0273,0.141,0.4184,0.1274,18.3753,0.2638,96.9
11.6282415,africa,rwanda,78.06861621,4.1,700,44.31971242,1.2,71.189,11.0727,20.0727,4.8545,4.8,36.8,5.5768,20.727,0.5486,0.0084,1.6796,2.0594,0.0506,0,0,low_gni,low_fatality_rate,41.05201648,2.789856315,4.8545,0.1636,0.6364,9.6727,5.2182,0.0182,3.7818,0.2364,3.6545,2.6909,0.0545,2.1636,0.0545,0.0182,15.5091,0.2545,76.1
159.4603214,north america,saint lucia,47.32504061,10.9,7390,294.4477928,4.55,81.496,33.3454,14.3469,1.6712,19.8,11.22675159,33.5715,22.0489,0.3355,0.0578,4.795,0.856,0.2082,0,0.0463,mid_gni,high_fatality_rate,23.12553041,8.997345932,1.6712,0.5249,1.5867,0.3741,22.8778,0.1629,4.3137,0.2353,2.4012,0.181,0.4163,0.0965,0.9894,0.5551,9.6531,0.1508,96.3
73.99828251,north america,saint vincent and the grenadines,46.75944547,11.9,6670,295.4234039,6.109423019,49.45,24.4653,17.4852,4.3274,23.8,5.7,25.6587,25.777,0.1677,0.028,4.8362,0.5591,0.3522,0,0.028,mid_gni,high_fatality_rate,24.52906031,7.332224882,4.3274,0.7589,0.715,0.7526,17.529,0.2258,4.2521,0.1254,0.6773,0.2759,1.2919,0.1756,1.7184,0.4516,15.3904,0.2509,95.1
0,oceania,samoa,73.98679981,7.9,3930,153.7998441,0.05,80.902,21.6806,27.2021,1.5771,45.5,2.7,26.1345,19.0252,0.1866,0.1341,2.793,3.5918,0.5248,0.0058,0.0058,low_gni,low_fatality_rate,37.29066181,5.23371354,1.5771,0.2227,1.8968,0.6287,13.2418,0.0683,1.4693,0.0683,16.8666,0,0.115,0.3341,0.291,0.0611,8.3345,0.0431,99
29.94578237,africa,sao tome and principe,84.20624782,2.3,13410.2027,68.83448541,50.8,34.908,7.3284,39.4737,2.9864,10.6,7,9.2471,33.554,0.0672,0.0576,1.5178,3.1412,0.0288,0,0.0192,high_gni,low_fatality_rate,42.62755853,3.085466314,2.9864,0.1074,1.4361,1.2013,4.1809,0.0537,0.9731,0.0134,20.7704,0.1342,0.0336,0.1544,0.0738,0.0268,17.1666,0.0738,97.1
28.14488047,asia,saudi arabia,45.8668307,20,23550,803.1331422,0,16.87,15.3954,27.353,5.2126,35,7.1,15.5869,35.0703,0,0.1371,6.3967,0.2741,0.4512,0,0.0057,high_gni,low_fatality_rate,28.58201229,2.862306126,5.2126,0.9019,0.4122,0.4219,6.9243,0.0873,4.4125,0.097,0.6207,0.1794,0.48,0.0291,1.251,0.7128,25.4182,0.1891,97
