covid_fatality_rate,continent,country,age dependency ratio (% of working-age population),"age dependency ratio, old","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),female population 45-49,female population 80+,"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)",improved sanitation facilities (% of population with access),improved water source (% of population with access),"improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"mortality rate, infant (per 1,000 live births)",number of infant deaths,number of maternal deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, urban (% of urban population)","population ages 00-04, female (% of female population)","population ages 15-19, female (% of female population)","population ages 20-24, female (% of female population)","population ages 25-29, female (% of female population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 40-44, female (% of female population)","population ages 60-64, female (% of female population)",population growth (annual %),"population, female (% of total)",rural population (% of total population),rural population growth (annual %),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetable oils,fat_vegetables,obesity,undernourished,kcal_alcoholic beverages,kcal_animal products,kcal_cereals - excluding beer,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_offals,kcal_spices,kcal_sugar & sweeteners,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal fats,protein_milk - excluding butter,protein_oilcrops,protein_stimulants,protein_sugar & sweeteners,protein_vegetable oils,gni_category
0.000367252,asia,india,52.44887197,8.561696605,11520960,9.3,34592328,6229477,1590,87,45,87,39.6,94.1,97.1,0.452792531,220,100,37.9,946304,45000,84,44.4,9.8,9.278889055,9.2477468,8.889643488,8.565298733,7.940979688,7.956372992,6.985845284,6.216026331,3.367111425,1.20929453,48.1676416,67.253,0.644375758,2.37958104,16.0538,7.4859,5.1196,0.7653,0.3783,0.4046,0.9061,0,6.4919,0.0264,3.7386,1.1084,0.8005,0.0792,0.0176,0.5014,21.7804,0.3958,3.8,14.5,0.2582,5.5622,27.652,0.2582,1.4303,0.298,0.0199,0.5959,3.5757,4.3504,1.1323,0.0077,0.0306,7.8142,1.1174,0.176,0.0459,0,low_gni
0.00055945,asia,indonesia,48.95607776,7.706583914,2639739,6.5,8143330,1062789,3440,81,81,69,60.8,87.4,94.2,0.314212198,320,100,22.8,125168,6400,90,20.4,13.1,9.51523436,8.741455468,8.095378477,7.869324217,8.393588611,8.231787799,7.735823728,7.153219977,2.994683065,1.214438403,49.64825358,46.258,-0.370495991,2.59906836,9.1722,0.7049,6.6871,1.4549,2.5122,0.7139,3.6237,0,0.7049,0.1627,7.3649,0.0452,0.3886,0.3072,0.497,0.3976,24.0918,0.2711,6.9,8.3,0.0346,3.372,31.9557,1.4698,1.4179,0.9165,0.1038,0.2594,3.4584,4.0809,0.709,0.0073,0.0219,1.0854,2.3529,0.4006,0.0219,0,low_gni
0.001663598,asia,iran,40.19461907,7.095410485,645387,10.1,2075302,348410,13410.2027,98,98,99,90,96.2,97.7,0.049941708,2000,67,13.4,18067,340,270,0,0,8.562170918,6.622152988,8.884248564,11.99613129,12.10053096,10.7779697,8.810171699,6.07455759,3.238908012,1.228136383,49.64534372,26.625,-0.706085611,1.939346895,16.9273,6.0372,5.5867,1.3259,0.6114,0.6243,6.1724,0,2.6389,0.1416,0.4055,0.2961,0.2124,0.1738,0.0451,4.9044,20.2935,0.5278,25.5,4.9,0,5.8494,26.2179,0.3686,2.8526,2.3077,0.0962,0.1282,4.5513,4.4712,1.7788,0,0.2626,2.8201,0.1313,0.3311,0.0057,0.0057,high_gni
0.000663255,asia,iraq,78.69586062,5.461367662,581056,9.3,753834,100159,5550,58,58,57,85.6,86.6,93.8,0.240564754,420,100,26.5,32258,620,72,0,0,15.47420948,10.32561347,8.979269802,7.838292205,6.769224423,6.901787641,5.96577373,5.086404642,2.089537783,3.208518261,49.3814978,30.529,2.848852597,3.366983237,11.1327,3.8118,6.2761,1.9023,0.1441,0.2306,3.5164,0.0432,1.7366,0.0288,0.9584,0.1369,0.0576,0.0288,0.7278,0.6341,29.6152,0.1513,27.4,29,0.0997,4.1476,29.7308,0.1196,1.5753,1.4756,0.0199,0.0399,4.7059,7.2383,0.5583,0.0083,0.033,2.2547,0.3799,0.3469,0,0.0165,mid_gni
0.001273945,europe,ireland,53.65716532,20.18977759,32409,4.4,152543,81326,46680,95,95,93,90.5,97.9,97.9,0.016369338,6100,35,3,201,5,182,9.441721854,2.777124183,7.269729446,5.588604512,5.261441137,6.279807935,7.871423899,7.644084839,8.193732839,7.82075041,5.243684124,0.50719881,50.08820584,36.759,-0.275957846,0.965245306,27.1689,8.6472,2.7091,0.9231,0.9372,0.2829,10.0477,0.0283,6.5464,0.0707,0.863,0.0389,0.0707,0.0531,1.5137,0.8417,16.1839,0.2405,26.9,2.5,3.2284,14.0167,14.4471,0.7398,1.8832,5.0982,0.1211,0.0807,6.0533,5.4479,1.2376,0.7787,0.3115,9.6847,0.5569,0.59,0.0047,0.0425,high_gni
0.000983605,asia,israel,64.12940849,18.44652075,85218,7.5,223685,155551,35440,94,94,98,100,100,100,0.016186473,6200,100,3.2,561,9,98,0,0,9.963243587,7.464506066,6.849291819,6.851923777,6.87111002,6.992782265,6.761404069,6.22350054,4.815156541,1.984868821,50.41412266,7.86,1.173860229,2.054357273,15.8138,1.2809,1.6083,0.87,0.5746,1.6051,8.1541,0.0257,4.8443,0.0867,3.0787,0.1605,0.061,0.0353,0.8315,1.3194,25.1782,0.2857,26.7,2.5,0.6267,11.5653,15.297,0.6409,2.6919,5.7257,0.1424,0.0712,3.6177,9.8846,1.524,0.11,0.0204,8.3374,1.5444,0.4931,0.0041,0.0326,high_gni
0.002259824,europe,italy,56.54415147,35.08135061,229756,5.1,2482526,2650533,32790,93,93,85,99.5,100,100,0.005065322,19700,80,2.9,1378,18,150,0,0,4.055174479,4.434353386,4.650130703,4.932166861,5.42855167,5.891156121,6.405293548,7.584014241,6.255814124,0.021292655,51.38656287,31.036,-0.43840511,0.228862828,21.8727,5.3931,1.3598,1.0529,0.7327,0.2541,8.7134,0.0198,5.9146,0.0627,0.4753,0.0858,0.0099,0.0297,0.1056,1.4324,24.127,0.2277,22.9,2.5,1.4624,12.5657,16.2999,0.7951,1.9878,5.0121,0.0994,0.0142,4.4299,9.1722,1.2069,0.1827,0.1405,8.0191,0.178,0.5996,0,0.0141,high_gni
0.00090721,north america,jamaica,48.62651083,13.582827,18934,11.5,79033,38911,5010,91,91,91,81.8,93.8,97.5,0.193707567,520,100,13.5,539,43,56,0.8,0.5,7.07232995,9.51482426,9.363501001,8.519242728,7.7219075,7.104761261,6.71099397,6.210457707,3.541976872,0.197815357,50.20149749,45.212,-0.31408239,0.622224289,23.0867,6.1721,2.2375,0.3242,1.2204,0.4322,9.5156,0.1081,5.7081,0.1462,3.4389,0.089,1.4302,0.2161,0.3496,0.1398,18.1732,0.2924,24.4,8,1.3423,9.4685,16.1255,0.8707,2.5757,3.8999,0.1451,0.8163,9.269,4.5892,1.0339,0.103,0.048,5.7515,0.9266,0.3226,0,0.0343,mid_gni
0.000144843,asia,japan,64.46694702,43.32390431,508181,5.7,4302368,6375081,36680,96,96,96,100,100,100,0.007484588,13400,67,2,2093,56,98,0,0,3.942580673,4.472056199,4.592588564,5.136182392,5.60999222,6.186556161,6.329579543,7.370960778,6.699288623,-0.136430274,51.36534327,6.502,-7.216006636,0.375046485,19.4516,1.9098,1.8642,3.1241,3.2666,0.1881,7.8331,0.0285,3.2096,0.1026,2.9816,0.0342,0.1425,0.0513,0.8266,0.6499,23.4308,0.3478,4.4,2.5,2.4472,10.1594,19.6329,2.3174,0.8713,3.6522,0.1298,0.2039,4.4679,6.7482,1.2792,0.2541,0.0058,4.1058,4.9835,0.6699,0.0462,0.0289,high_gni
0.001666064,asia,jordan,64.77538658,6.23823234,99303,11.7,170608,22338,4680,99,99,94,98.6,96.9,97.8,0.203553824,490,100,15.4,3176,110,70,0,0,12.94879846,9.985392115,9.069626421,8.383139484,7.975829658,8.071326048,6.730583697,5.840725207,1.705125821,2.377946955,48.79202143,16.321,0.966490303,2.655578683,12.2622,1.8696,3.7391,0.5224,0.3189,0.198,5.8122,0.0385,3.6512,0.088,2.5074,0.2584,0.1155,0.055,0.5994,0.9018,29.0553,0.2694,33.4,12.2,0.0553,6.0796,22.0892,0.2211,1.308,2.8924,0.0737,0.0921,6.9823,8.6035,1.1422,0.0072,0.0289,4.7826,1.0636,0.6295,0,0.0145,mid_gni
0.001038011,asia,kazakhstan,50.27004132,10.12179375,189071,6.4,527154,138289,11580,98,98,99,97.5,92.9,99.4,0.033697791,3000,100,12.6,4935,45,126,0,0,10.38733297,6.055677461,8.20922079,9.37821067,7.527032041,7.947595288,6.805537526,6.456569928,4.432279141,1.463577578,51.70524906,46.753,1.555584002,1.38286199,23.4158,3.0343,1.7405,0.8975,0.1321,0.1787,9.674,0.0389,9.5031,0.1748,0.6488,0.0078,0.0272,0.1088,0.9946,0.7654,21.7258,0.3497,21.3,2.5,1.5175,14.1114,14.6746,0.1408,1.627,5.1001,0.2503,0.0313,4.1302,7.7441,1.8617,0.2369,0.2053,12.8645,0.4264,0.4422,0,0.0316,mid_gni
0.000116785,africa,kenya,80.86946228,5.068765687,730983,2.4,714815,109835,1340,89,89,75,30.1,63.2,81.6,2.353192765,42,100,35.5,53749,8000,90,12,2.6,15.42628704,10.26317692,9.143314492,8.738523442,7.460064997,7.476954905,5.705362634,4.103421276,1.853580664,2.610792416,50.01783702,74.378,2.041014301,4.283431046,17.7332,1.8742,9.9701,0.3438,0.2773,1.0757,6.5654,0,8.4951,0.1885,1.6746,0.8429,0.0555,0.2551,0.0665,0.5989,17.5003,0.2107,6,29.4,0.6828,5.9101,26.3951,0.1648,1.3892,1.8837,0.1413,0.0235,3.6732,3.2964,0.6122,0.1724,0.0411,5.4114,0.4434,0.4681,0,0.0411,low_gni
0,oceania,kiribati,63.00039147,6.037320033,1318,18.6,3076,342,3230,87,87,84,39.7,66.9,87.3,0.33676399,300,25,43.6,123,3,84,35.9,19.7,12.67741539,10.23175845,8.993140231,8.586115546,7.321181073,6.888712471,5.901857927,5.000087721,2.561448446,1.752455198,50.70047944,55.696,1.517484686,2.048628529,10.5699,0.7467,1.956,0.265,3.0833,0.3517,6.1955,0.0434,0.2553,0.0193,28.5639,0,0.0145,0.2409,0.0193,0.8094,7.2939,0.1397,45.6,2.7,0.1145,5.9555,16.9993,2.6014,1.8815,2.6832,0.0164,0.0164,7.9188,2.1924,0.5399,0.0338,0.0473,0.602,4.1328,0.0676,0,0,low_gni
0,asia,north korea,44.31443847,13.76678713,181463,4.4,1097629,240588,13410.2027,96,96,98,81.9,99.7,99.9,0.152171014,660,88.875,19.7,7440,300,105.4117647,0,0,6.644818258,7.412953362,7.663312137,7.193273941,6.993259177,7.533566086,5.757551738,8.521291697,3.167806654,0.512315385,51.10470681,39.125,0.104209748,0.775491111,11.4709,0.0262,7.2234,1.6911,0.5375,0.6424,8.7179,0.0131,0.4195,0.0918,0.9832,0.6555,0,0.3146,0.0393,0.0262,27.5957,1.0357,7.1,47.8,1.4282,3.1273,29.9926,0.4186,1.6991,2.0438,0.0492,0,0.8619,4.5802,2.0192,0.0287,0,0.3348,1.8464,0.0287,0,0,high_gni
0.000111129,asia,south korea,37.211136,18.01159369,219503,7.2,2116640,981247,27440,98,98,98,100,89.77070064,99.7,0.013810106,7200,100,2.9,1329,50,90,0,0,4.370227047,6.167533605,6.551304744,6.092643526,7.193380644,7.613950262,7.523452758,8.266416416,5.539023775,0.38220175,50.3016129,17.526,-0.266161302,0.520524298,20.0483,4.2523,1.8403,1.3524,1.9147,0.1766,11.186,0,1.1386,0.1534,1.8914,0.0186,0.0372,0.0325,0.237,1.2036,23.7197,0.6924,4.9,2.5,2.0481,9.3351,20.5847,1.6325,1.1279,4.6453,0.1633,0.0594,5.2983,6.6934,2.4488,1.0359,0.1804,1.644,2.9221,0.2268,0.0618,0,high_gni
0.000634103,asia,kuwait,32.09031154,2.602326241,32929,20,112021,3413,40930,99,99,93,100,99,99,0.009696384,10300,100,7.3,507,3,70,0,0,9.994377606,6.113928822,8.992078814,11.77331725,12.80809578,15.08834469,10.48520853,8.177623105,1.503213676,3.636495117,43.82396204,1.658,2.676081111,3.652766507,19.8923,2.1588,3.0847,2.3242,0.3732,0.3496,9.5706,0.1086,5.2766,0.189,1.3416,0.1984,0.5385,0.0472,1.5353,1.181,21.215,0.5055,37,2.8,0,9.1727,20.4209,0.3048,2.5109,4.1655,0.1306,0.3774,6.1393,5.762,1.7271,0,0.025,6.6516,0.4758,0.6211,0,0.005,high_gni
5.47E-05,asia,laos,62.81394297,6.204166845,81473,3.6,144327,21039,1730,89,89,88,70.9,75.7,85.6,0.665026487,150,100,50.7,8751,350,105,23.3,1,12.01181258,10.86813426,10.95318722,9.123407269,7.102945976,7.089505064,5.772361888,4.976973362,2.273337245,1.671083305,50.23057111,61.386,-0.045756614,4.462568479,21.6306,3.9594,9.0989,0.4974,1.6871,0.8777,15.0283,0.0878,0.2243,0.2243,5.6076,0.1365,1.0435,0.3121,0.078,0.0683,9.762,1.1118,4.5,16.5,1.1323,4.7916,29.488,0.7877,4.1516,2.9865,0.1313,0.3446,1.5425,1.4605,2.0348,0.0541,0.1082,0.2644,1.8629,1.941,0,0.006,low_gni
0.002309901,europe,latvia,52.1836352,29.47461374,7565,5.4,67525,75319,14900,95,94,96,87.8,99.3,99.8,0.028839133,3500,80,6.9,109,4,112,0,0,4.316590609,3.604925585,5.69669568,6.697808653,6.083563913,7.544441863,5.971985339,6.565789634,6.730813408,-0.77246822,54.12389628,32.618,-0.652725886,-0.83038119,30.439,10.443,1.5314,1.343,0.8819,0.2526,9.7976,0.0361,7.8613,0.1122,0.6334,0,0.0321,0.1323,2.0044,0.8819,13.7943,0.2606,25.7,2.5,3.0614,15.4174,14.7546,0.8364,1.1835,4.8919,0.1578,0.0316,4.0713,4.7972,1.3413,0.6062,0.7346,10.449,0.3493,0.6627,0.0051,0.0257,high_gni
0.001558605,asia,lebanon,47.33769414,11.98690498,49884,13,143369,49640,7930,81,81,79,80.7,99,99,0.027270065,3700,100,7.1,726,13,70,0.2,0.2,7.814810313,9.827986542,10.412765,9.877536472,8.637346019,7.80247532,6.780442646,5.511442497,3.401913458,4.164439343,49.77511403,12.208,3.170159444,4.303486202,12.4024,2.1637,2.253,0.329,0.3681,0.58,5.1361,0.039,4.3553,0.0502,2.8385,0.2175,0.0836,0.1171,0.725,2.911,27.4593,0.3736,31.3,11,0.3473,5.4012,21.3268,0.2779,2.0841,2.1362,0.0521,0.0868,6.6342,7.5547,1.5283,0.0517,0.0443,5.4607,1.2636,0.7389,0,0.0148,mid_gni
0.000311472,africa,lesotho,67.26589284,6.928653802,29425,3.9,29472,10180,13410.2027,93,93,90,30.3,81.8,94.6,1.627138773,61,100,69.2,4317,300,84,32.5,3.6,12.80930993,11.47844603,10.82590538,9.787460573,8.004102956,8.763170968,5.28218488,3.337361477,2.553867528,1.216964474,50.50285196,72.688,0.500054497,3.15037158,12.96,0.529,18.3763,0.2415,0.253,0.1495,9.1881,0.046,2.4149,0.345,0.782,0.4025,0.391,0.184,0.1495,0.0345,16.3523,0.1725,13.5,13.1,0.767,3.7037,34.6044,0.0877,0.4602,2.3011,0.2192,0.1753,2.7175,2.7613,0.3726,0.2653,0.0078,1.7948,0.3043,0.0624,0,0,high_gni
6.37E-05,africa,liberia,82.87271056,5.50708842,71191,2.3,83947,7063,380,52,52,64,16.9,75.6,88.6,3.552588187,28,100,52.8,7974,1100,90,47.8,27.3,15.36369062,10.50136481,8.627967853,7.634702591,6.706085082,6.7288015,5.602864916,4.614927274,1.94328279,2.402005282,49.59861777,50.299,1.62370873,3.195882079,7.4228,0.4154,3.3592,0.2528,0.3702,0.1445,6.0051,0.0361,0.2438,0.1355,1.5803,0.0361,0,0.307,0.1174,0.3883,36.4186,0.1896,8.6,37.2,0.7505,2.7908,25.2814,0.258,1.6886,2.0872,0.1173,0,1.4775,8.3724,0.469,0.0752,0.0251,0.3258,1.6416,0.0501,0,0.0125,low_gni
0.002538314,europe,lithuania,50.06602969,28.28412003,15648,4,105715,113672,15000,93,93,94,92.4,96.6,99.7,0.015863899,6300,100,3.3,107,3,126,9.441721854,2.777124183,4.764786742,4.985497355,6.403183178,5.939420474,5.292547798,6.411819746,5.625609642,6.689759298,6.535815577,-0.7588483,53.95922395,33.492,-0.717040951,-0.779894972,32.3048,9.388,1.7819,1.9226,1.238,0.3283,14.2134,0.0094,5.4302,0.1125,0.8441,0.2345,0.197,0.061,0.3423,0.9238,12.7128,0.2579,28.4,2.5,3.3192,15.4409,15.7187,0.9651,1.1698,5.7757,0.1316,0.1608,6.1705,3.5093,0.9943,0.5273,0.2077,13.0577,0.3435,0.4194,0.004,0.02,high_gni
0.001606176,europe,luxembourg,43.70940115,20.0926316,3209,4.7,22235,14647,77000,99,99,99,97.6,100,100,0.015479765,6500,100,1.5,10,1,112,0,0,5.462043576,5.853200942,6.16966672,6.914104674,7.97182251,7.800361892,7.353404485,7.613586081,5.093895467,2.372590743,49.81308741,9.84,-0.512456637,2.692559526,32.4517,6.4786,1.8437,1.6645,0.6987,0.3256,16.3118,0.0658,7.2286,0.0658,0.6402,0.0146,0.1646,0.0329,3.3838,0.128,10.6855,0.2634,24.2,2.5,5.1574,17.4063,11.979,0.8246,2.069,7.961,0.1049,0.1649,4.048,3.8681,1.3043,0.594,0.2452,10.6124,0.3253,2.5364,0.0047,0.0189,high_gni
4.24E-05,africa,madagascar,80.33338854,5.117531427,394101,4,454237,52158,420,69,69,58,12,51.5,81.6,1.669817898,60,100,35.9,29429,2900,98,39.8,17.9,15.32619009,11.13961087,9.386938737,7.724022744,6.058053988,6.107588512,5.574170638,4.655922864,1.892037714,2.776657016,50.14538243,64.895,1.79985523,4.60788278,19.0932,1.7454,10.0681,0.3406,0.745,1.2984,11.5581,0.0213,4.4274,0.298,1.5113,0.3193,0.2554,0.9153,0.1916,0.2129,15.8791,0.1916,4.5,44.4,0.289,3.5208,31.2401,0.2627,1.4714,1.8129,0.1314,0.0788,2.207,1.7341,0.289,0.0931,0.0349,2.3169,0.1746,0.3842,0,0,low_gni
0.00013732,africa,malawi,94.54637854,6.695107838,299688,3.6,215030,41648,350,88,88,87,41,90.2,95.7,3.452414187,29,100,43.4,27260,4200,56,4.2,1.3,16.93336864,11.03278977,9.570246287,8.184852748,6.331699986,6.425102766,4.863809822,3.458467711,1.622398813,3.06701458,50.08454722,83.728,2.864181484,4.117252286,18.8711,2.6263,13.0891,0.2753,0.6672,1.3767,14.6458,0.0106,0.4024,0.2542,5.6232,0.7519,0.0529,1.3555,0.0318,0.2012,8.4189,0.2224,4.7,17.5,0.3588,4.0038,23.3428,0.3399,3.0784,2.9084,0.1322,0.0378,1.5297,1.322,0.5855,0.1544,0.0956,0.2646,3.2713,0.0809,0,0,low_gni
0.001038113,asia,malaysia,44.736656,8.526226077,259123,17.9,838622,154514,10570,99,99,93,96,98.2,100,0.08150627,1200,100,6,3308,200,60,0,0,8.335222046,9.165144587,10.08172571,9.690428893,8.515871852,8.887541187,6.747370245,6.132094338,3.300358633,1.424525514,48.39832622,25.295,-1.285987192,2.359206905,17.1723,1.4813,2.2933,2.7596,1.8599,0.1756,9.8041,0.0713,1.2289,0.0329,1.7502,0.0658,0.6584,0.0329,0,0.3731,27.174,0.2359,15.3,2.5,0.2063,8.7831,21.5194,1.7532,0.9969,4.0908,0.0344,0.7219,7.0299,7.5284,1.0141,0.0824,0.0634,1.527,0.6273,0.1901,0,0.0063,mid_gni
0.000640332,asia,maldives,47.44842249,6.931656426,3659,9.2,10763,1474,6670,99,99,99,97.9,98.6,99.5,0.166768374,600,100,7.4,58,5,60,0,0,9.805835953,8.731866071,10.39825694,11.17380992,9.889679519,9.325152029,7.334105577,6.06872966,2.102708368,2.015218235,49.8519209,54.464,0.120334256,4.329823068,29.7398,4.8409,4.5092,3.2756,8.4068,0.4665,5.836,0.4561,7.3909,0,1.3683,0.0518,1.1713,0.0622,1.7207,4.9756,4.9549,0.5183,7.9,10.3,0.3552,12.1226,22.5577,4.4183,2.1314,1.8872,0,0.6883,5.373,0.9325,1.532,0.0367,0.0612,4.8394,0.3793,0.52,0.0061,0.0061,mid_gni
3.75E-05,africa,mali,100.1835351,5.043939344,338853,2.2,269830,24779,790,68,68,76,24.7,77,96.5,3.740890877,27,100,74.5,53880,4400,98,9.5,2,18.47366909,10.43261713,8.541797571,7.021155699,5.981775797,6.100753093,5.009773948,4.04332574,1.64165157,2.96208132,49.51792912,60.084,1.683757231,4.917641152,17.4631,1.2195,12.0873,0.1327,0.4065,0.2987,5.6745,0.0249,9.7146,0.3152,3.3765,0.5475,0.1244,0.1327,0.0332,1.3357,14.1945,0.3816,7.1,6.3,0.6497,5.7446,32.9116,0.2394,0.8719,1.7439,0.171,0.1197,1.7781,2.5645,1.0429,0.2414,0.0177,5.6769,1.2131,0.1237,0.0059,0,low_gni
0.001103556,europe,malta,50.78462835,29.02303371,1862,9.9,13641,9531,13410.2027,97,97,89,100,100,100,0.01207357,8300,82,5.1,19,0,126,0,0,4.305956017,6.568367162,6.935681864,5.125277151,5.354610941,7.499424449,7.897741871,6.847659558,6.310485598,0.924430449,50.20039649,4.593,-1.865287235,1.060713351,29.3856,6.6557,4.8786,1.3878,1.3074,0.2666,10.6541,0.0169,9.3298,0.0508,1.4978,0.0804,0.0804,0.0296,2.6783,1.172,9.3975,0.5162,31,2.5,1.9506,14.2031,15.8937,0.9392,1.5749,5.2883,0.0578,0.0722,7.5278,2.8464,2.0517,0.2579,0.0688,9.1968,0.5802,0.6188,0,0.0215,high_gni
0.000212904,africa,mauritania,76.13809182,5.653954611,61403,2.3,82356,8586,13410.2027,73,73,70,40,57.9,58.4,2.744005782,36,100,65.1,8523,810,98,34.6,11.6,14.62858704,10.37385014,8.967514077,7.761001552,6.727590246,6.834341339,5.858867578,4.954267727,1.965822159,2.437266267,49.68042298,40.141,0.943768668,3.45143642,17.4021,1.7485,4.3092,0.4337,0.5369,0.0895,5.7479,0.0688,8.646,0.2822,0.5025,0.3373,0,0.0207,0.1652,0,26.9567,0.1514,11.3,10.4,0,7.3716,26.6186,0.3343,0.6334,2.1992,0.2111,0,6.3512,6.0873,0.5102,0,0.0188,7.9737,0.3257,0.5951,0,0.0063,high_gni
0.000622522,africa,mauritius,40.61770867,13.44739219,6866,22.3,43378,14189,9610,97,97,99,93.1,99.9,99.9,0.077892962,1300,100,11.8,167,7,84,0.1,0,5.374698737,7.504372481,8.058090758,7.228599673,7.039112561,7.198640038,7.891882161,6.801516518,5.328452087,0.132433083,50.60987487,60.329,0.369717307,-0.227337183,12.8934,1.4559,3.2471,0.7355,1.0457,0.1501,6.7594,0.1001,2.8418,0.055,1.566,0.2502,0.3452,0.025,0.9856,0.2702,29.9945,0.1751,11.5,6.5,0.8473,7.3381,23.1974,0.8153,0.9273,3.2294,0.0639,0.2878,4.6203,8.4732,0.9113,0.2315,0.0508,5.7538,0.7849,0.3783,0,0.0169,mid_gni
0.002357381,north america,mexico,51.6816002,9.809232515,1151664,15.8,3746281,1143311,9710,87,87,97,85.2,96.1,97.2,0.088861104,1100,100,11.3,26820,890,84,0.8,0,8.901209114,9.190936926,8.766743765,8.181249208,7.763908004,7.723971564,7.431544226,6.886343688,3.225467123,1.292705197,50.2575753,20.754,-0.023638052,1.640329232,23.7741,3.2525,6.4604,2.2807,0.4661,0.5305,13.2133,0.005,4.3433,0.2182,1.185,0.238,0.2529,0.0248,0.2033,0.7437,16.3419,0.2429,28.4,3.6,1.196,10.2729,21.5118,0.4293,1.6713,5.0445,0.2453,0.23,6.9917,4.4772,0.8433,0.2784,0.0107,5.6906,0.6906,0.0803,0.0428,0.0214,mid_gni
0.002890987,europe,moldova,34.57382903,13.40077644,20347,7.1,110217,53540,2220,87,86,89,76.4,88.4,96.9,0.031495426,3200,100,13.6,587,10,126,0.1,0,5.102558496,5.635535187,7.709989125,9.887564729,8.294881588,9.381555623,7.224952888,6.400736759,7.232051672,-0.063201891,51.93146939,55.005,-0.190410739,0.092527113,26.5244,6.8551,2.557,1.5517,0.6921,0.2987,9.7764,0.0656,7.5326,0.1238,0.2841,0.0291,0.0146,0.0874,0.8305,0.1093,18.8388,0.357,20.1,11.22675159,2.0672,12.299,21.3823,0.4803,1.1485,3.6542,0.167,0.0209,4.6356,4.7818,1.1693,0.3236,0.2052,9.0285,0.1026,0.2525,0,0.0158,low_gni
0.000695812,asia,mongolia,47.64877847,5.970648213,34598,5.4,90518,12599,3830,99,99,98,59.7,64.4,66.4,0.125374056,800,100,19,1348,30,120,8.8,1.4,11.17082392,7.575207026,8.959665412,10.29768298,8.404383103,8.900372007,7.550715182,6.915064826,2.525537432,1.678790766,50.50041668,27.96,-1.20486063,2.820776199,36.9018,5.5153,2.7445,0.593,0.0315,0.042,21.0223,0.0525,9.0628,0.6717,0.1259,0.0105,0.0052,0.042,1.6373,0.0787,8.2231,0.1417,19.6,13.4,1.5398,20.3754,18.7724,0.0211,0.3375,10.5674,0.8015,0,2.9319,2.9319,0.7382,0.2367,0.1092,9.7706,0.091,0.4005,0,0.0182,low_gni
0.003873789,europe,montenegro,47.71037386,20.15511787,3326,10.5,19864,10623,7240,89,89,64,95.9,99.7,100,0.01204346,8300,100,4.3,30,1,45,0.1,0,5.614556022,6.502827179,6.557159554,6.391951227,7.272641122,7.660141457,6.924850744,6.699624096,6.753324699,0.092911264,50.58798525,35.974,-0.444748212,0.396277128,32.7855,3.8887,3.7312,1.1566,0.3473,0.3688,14.7778,0.1003,12.5363,0.0752,0.5837,0.0788,0.043,0.0251,2.5531,0.8415,8.6332,0.2578,24.9,2.5,1.4078,17.6268,16.1184,0.3591,2.3416,6.9674,0.1437,0.0431,4.7694,3.0599,1.0918,0.1588,0.0882,14.9495,0.3221,0.8207,0.0044,0.0176,mid_gni
0.000431939,africa,morocco,50.12828426,9.260271202,343753,8.1,1023570,221680,3040,99,99,99,76.7,85.4,98.7,0.311359167,320,67,23.7,17043,850,98,9.1,0,9.574242878,8.346781593,8.796861466,8.587375139,8.435450681,7.926152657,7.300914232,6.495738185,3.451969598,1.336232449,50.58029652,39.805,0.09785575,2.163635826,15.4227,3.5807,7.1539,1.1517,1.2329,0.7014,6.9989,0.0074,2.2296,0.2289,0.7309,0.1477,0.3987,0.096,0.1993,1.9048,22.9457,0.2953,25.6,3.4,0.0888,4.8669,29.4675,0.6213,2.0562,2.0858,0.1183,0.2219,5.4142,4.068,1.0799,0.0204,0.0255,2.5342,0.0816,0.3518,0,0.0051,low_gni
7.17E-05,africa,mozambique,94.7503396,6.52158584,504675,2.6,482325,72789,580,80,80,85,20.5,51.1,80.6,2.530774161,40,100,56.7,60138,5300,60,39.5,13.1,16.70160903,10.76285125,8.860912949,7.208533348,6.063872521,6.123677394,4.870342461,3.916253478,1.905725421,2.759841364,51.15352448,67.786,2.347628644,3.632825647,11.591,1.1197,8.8101,0.5537,0.849,0.1846,6.8783,0.0369,2.0795,0.1107,1.1936,0.7014,0.0246,0.849,0.0984,0.8244,25.5199,0.16,6,27.9,0.3688,2.9074,21.957,0.4556,0.8679,1.3886,0.0651,0,2.148,3.9705,0.4339,0.1562,0,1.562,0.6248,0.2831,0,0,low_gni
