,covid_confirmed_cases,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)",improved sanitation facilities (% of population with access),improved water source (% of population with access),"improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"mortality rate, infant (per 1,000 live births)",number of infant deaths,number of maternal deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, urban (% of urban population)","population ages 20-24, female (% of female population)","population ages 25-29, female (% of female population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 40-44, female (% of female population)",population growth (annual %),"population, female (% of total)",rural population (% of total population),rural population growth (annual %),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetable oils,fat_vegetables,obesity,undernourished,kcal_alcoholic beverages,kcal_animal products,kcal_cereals - excluding beer,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_offals,kcal_spices,kcal_sugar & sweeteners,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal fats,protein_oilcrops,protein_stimulants,protein_sugar & sweeteners,protein_vegetable oils
fat_treenuts,0.07136089570749717,0.07995771938632963,-0.2951621659456363,0.16883250227395052,0.00783090853570921,0.0836906076093773,0.23995153143411904,0.20839163278594722,0.19123857271682781,0.2026622912383711,0.2600341600526275,0.2641632022025507,0.252300377834474,-0.2068990378983904,0.2683442639782186,-0.03078767356828775,-0.26024723624486057,-0.07805922091187943,-0.10542711345649036,0.1153749618268212,-0.21455002752032767,-0.16800027625728495,-0.14348530867511322,0.11896661372412938,0.29839697348292177,0.25076189072592664,0.3209032723470092,0.2636276531247163,-0.09737137898299164,-0.20956593589620057,-0.24352876572752064,-0.13973844952887132,-0.0999473748647981,0.13358344392082974,0.17312129175502722,-0.21078105736429553,0.2742518282489561,0.1591123128871175,-0.0963435103954889,-0.06493445405013405,0.07370848274124624,0.15353056929825643,-0.14122948165331242,-0.20740996028741376,-0.1230146221458029,0.11775054768703384,-0.16965531967169145,0.1608625826573701,1.0,-0.04118617061671059,0.23859494406981757,0.20243669731334807,-0.2785648222470006,-0.03589907898655379,0.14635213657200485,-0.046663065842045506,0.14898945718574166,-0.04168189941579626,0.016649212006439644,-0.07873734449444847,0.10235627056833517,0.041886969254405285,0.09914029188782812,0.33673937490364125,-0.04620391418233451,0.13109441116037637,-0.22925120725434933,0.0726207588427487,-0.022622330894438797,0.10109958246678452
fat_vegetable oils,0.09705588984595315,-0.11848075013227462,0.2054143995547117,-0.2314537603077821,0.06955295161920584,-0.12312765860910338,-0.13440961783770486,-0.1684593101196439,-0.1619013920142321,-0.21159138490683946,-0.22965476592743153,-0.19053443951676488,-0.17465557332378892,0.27419283191628585,-0.1397581155042164,0.2136922343014721,0.2838062679562925,0.1305352064508089,0.17746812670073014,-0.14916917976992305,0.12426199143410911,0.13514025384788372,0.16299642941885115,0.11321447173268577,0.06374576495187853,-0.0010126052976963287,-0.007813676288399645,-0.17658488608251208,0.2499044074088072,-0.04788924440553967,-0.09376410701229765,0.1183427458568509,0.21169777104436785,-0.6739981428330648,-0.39100020046407236,0.020701043511637405,-0.1723564713351931,-0.25099795980204265,-0.07026290774626107,-0.5702367716847871,-0.1958573990251561,-0.3385313113542036,-0.18933960445256542,-0.2434511881713493,0.08380309160372848,-0.03936047842727561,0.0612535857414103,-0.31795733650719143,-0.04118617061671059,1.0,-0.053765313597335884,-0.1520228194602389,0.26634213343602003,-0.27600318439843935,-0.4894369773544829,0.21002884253161405,-0.2971366068811352,-0.08130013603980242,-0.46495077364006926,-0.2724742801474298,-0.03719933059652454,-0.10615714520760568,0.7307944467066592,-0.11848853563659877,-0.11421756645320057,-0.26015060474983503,-0.037361591994197446,-0.16016396140050282,0.02709383064733097,-0.022600014358958313
fat_vegetables,-0.04741494610718659,0.021185686049336898,-0.25642280209801144,-0.025230606569553126,0.08412100344746275,0.0182538079646031,-0.12537872982210435,0.10513364172171383,0.09917568131758178,0.16066641971027767,0.17823394135449164,0.10166923728388942,0.09095202465469125,-0.10365385819826312,-0.023956433787496303,0.05488653286865817,-0.05953767287755535,0.05366576451825164,0.07254382213707054,0.226129063690881,-0.1919748147947905,-0.18748430439754993,0.03866812053586879,0.11705640128141677,0.11064101057992438,0.1472407084323543,0.12620334772290562,0.21078554292083407,-0.08946439071567923,-0.0686671500713682,0.024242005725438477,-0.030157441760493477,-0.0545810184009253,0.03787214346381502,-0.07546837297238394,0.04061880710880536,0.17523814000917495,-0.004491886985342691,0.026967280185861288,-0.003593724293747572,-0.05755255674376086,0.13461487080965273,0.06524797984004536,-0.13174089479890683,-0.011466209864918895,0.1815922319626207,-0.06951198164359393,0.09695954059343029,0.23859494406981757,-0.053765313597335884,1.0,-0.07467692913227408,-0.13316358978511492,-0.10988914600598962,-0.08843513742693293,0.17928816506626347,-0.065821706034733,0.09313149415161126,-0.14408909820431517,-0.006567285914005948,0.18066479151751888,-0.17285327230610154,-0.17261983871948064,0.8552902187657924,-0.12817392916775452,-0.11282921065181993,-0.10085665396687561,0.019317550136690835,-0.043085986557302274,-0.09046723039197328
obesity,0.15508007252166267,0.45436241130184846,-0.5397727779925239,0.41865594700204856,-0.24206340710440274,0.48908411683376785,0.39084760334459395,0.2844482275251409,0.2527536078749077,0.34324350168557705,0.641881173027368,0.5655133740971487,0.378898506368964,-0.5796417103734519,0.36575768573777245,-0.17466037518801295,-0.6293440402927493,-0.3098113107423186,-0.3268083681529448,0.11577305441108474,-0.4902254876507882,-0.30684143616467585,-0.3872856531813505,-0.10373035575920703,0.1503548394587954,0.24059775135716283,0.4568639359119103,0.4920144719585746,-0.3967238041302514,-0.05639000489357917,-0.5912114209787204,-0.299322107066314,-0.5670408776168446,0.41529186588720285,0.3919053582873053,-0.48788682625535434,0.27949439414496763,-0.16720891078367067,-0.0818677777019663,0.21849239857028527,0.06639352426336058,0.32030764175239423,-0.27391321199148366,-0.1436023023313306,-0.40039975805705186,-0.23277340006026057,-0.3303597356889516,0.3237492452404306,0.20243669731334807,-0.1520228194602389,-0.07467692913227408,1.0,-0.5615036017575841,0.28191613173826624,0.5414699090167767,-0.5407317437623881,-0.006549256529126396,0.12072115900418431,0.47379864335451355,-0.03978192060742386,-0.13055188492479528,0.6071566480448108,0.28267180730112806,0.17349533861560507,0.014678228227203096,0.2897803290309007,-0.3768289962802068,0.23567293100322803,-0.03894355588566539,0.349359703016859
undernourished,-0.1513565771166589,-0.4152601654102452,0.5873637146144614,-0.5127411921699232,0.06079706169428085,-0.3143821716173363,-0.40704368226829385,-0.46543435190891613,-0.3977940914954362,-0.5136907477137934,-0.6584142263167466,-0.6665077122916898,-0.5124471473426597,0.5823842423843747,-0.43577306193461324,0.06544409269382481,0.6536225437816913,0.16166466523667228,0.20513302925771879,-0.21169487063204087,0.4470455095420077,0.27419587573389015,0.48739576609362956,0.1988173994004322,-0.08882576322451877,-0.16718525971630452,-0.47834138935043613,-0.6007510782111858,0.49689806597905406,-0.0007796119975000548,0.45748572597577636,0.43922759273062073,0.5500446611330854,-0.46836152951741394,-0.39274191735020075,0.4782981213287237,-0.40939129345601594,-0.07797560488486065,0.18489718029014943,-0.21540746149195808,-0.07500501398253198,-0.3577238841957405,0.29000385143340185,0.10669629494563072,0.38902206208882456,-0.05909823889112843,0.36667427077892695,-0.3201386939003629,-0.2785648222470006,0.26634213343602003,-0.13316358978511492,-0.5615036017575841,1.0,-0.2780018164142946,-0.5582340631318995,0.3849407735773456,-0.21135416333292076,-0.0326575226225428,-0.4184302933701765,0.04202839858368893,-0.16455581316461304,-0.39145153885066075,-0.15436256032181708,-0.3919684134727771,-0.10720775621555136,-0.31758075744202074,0.2890572740961204,-0.23001400902316715,-0.05309303010356873,-0.286974592583468
kcal_alcoholic beverages,0.06244513413799236,0.43701801276295577,-0.2918854492185024,0.6567432487775371,-0.14518821279607766,-0.14497097786580443,0.4273273576879489,0.2362911085210283,0.15409442590887001,0.27405468870765054,0.36936366367567997,0.3643113219735533,0.28116619644133073,-0.31329905778856787,0.47826943146997764,-0.13077602094860816,-0.4318116349131774,-0.17035276408383046,-0.1404920803668626,0.3246656928843907,-0.26980817186208417,-0.19155362849427185,-0.6279061838336245,-0.4551687088468298,-0.24753624502437435,-0.11320216060450174,0.045703851147337826,0.3980631334378669,-0.4980769685163228,0.3265274694024062,-0.3354527150310219,-0.42366833397406767,-0.4827177857823927,0.5530641476925492,0.4991773112616316,-0.3754297834463539,0.25181525223762313,-0.056986175513941514,-0.06388301565970461,0.37476716577485725,0.04494229794500085,0.29777155738830074,-0.10339502736915411,-0.28769273755992897,-0.31038423762781275,-0.07165561358023442,-0.17008230943649205,0.44524745012670164,-0.03589907898655379,-0.27600318439843935,-0.10988914600598962,0.28191613173826624,-0.2780018164142946,1.0,0.5991518757404699,-0.5396378773513257,0.07205921242664558,-0.019495047178621924,0.5127777321362597,0.13949095836626096,0.0012922630968808196,0.19799686184367934,0.06291064505669239,0.05516912757436646,0.724371654474452,0.46428653001668935,-0.195502490665889,0.3302063041605587,-0.03767299138554262,0.3397050867611757
kcal_animal products,0.1298714411913026,0.4536442153968932,-0.5723815186279138,0.7111200673008926,-0.09329009107932416,0.1854227845720468,0.6015865286197667,0.38386993733270325,0.33289877057713374,0.42179925216911573,0.6965244084627055,0.5898871507193463,0.3865172984414924,-0.5578133806914998,0.6037370279453835,-0.16235823911521208,-0.6772186857057174,-0.2041091748515092,-0.2713358622818026,0.2437134479182438,-0.5294676837806827,-0.39254521605439074,-0.5998559421502634,-0.34211962488606174,-0.10062659904834592,0.05331764962491895,0.31641775423750573,0.6132109731257593,-0.5705689517282049,0.12128014116226629,-0.5017018046857371,-0.4848081911853412,-0.6421872005844319,0.8883661300327511,0.6738731169206699,-0.6197414565851903,0.3946808103583452,-0.03379179909919972,-0.15238047320852366,0.5848960770671644,0.17882900894991346,0.608912675696883,-0.06569534998128143,-0.35698578310615353,-0.4939993409175935,-0.24662695198926812,-0.4583687388824284,0.48777599310860276,0.14635213657200485,-0.4894369773544829,-0.08843513742693293,0.5414699090167767,-0.5582340631318995,0.5991518757404699,1.0,-0.6816536624317795,0.2148602121937003,-0.02629765695733231,0.8531099731808003,0.31827133630760485,-0.11983657822706062,0.4216068777264299,0.11969457956737943,0.2622438588646368,0.2625093074518307,0.5541991945886918,-0.4017143241262813,0.38762506789323264,0.04062333496965089,0.4649442987287
kcal_cereals - excluding beer,-0.12678382789897824,-0.342142097912873,0.32381891867667584,-0.544850191234194,0.14439639721132352,-0.17984574099350759,-0.4950098965200976,-0.25740423785863475,-0.2072513890492996,-0.27966120479554674,-0.4528858302977384,-0.4459820889920629,-0.2805265895903612,0.3300182835308231,-0.47990579524296284,0.2750054136593378,0.4773348093332799,0.18102530078163248,0.1523090429862688,-0.10437342806264638,0.380445092095131,0.16366359420246807,0.5094942129594406,0.3443917330218226,0.16318060251418504,0.05018882246707148,-0.18245685041377382,-0.3982808359351272,0.38878467456695714,-0.10605813343638532,0.4526871134900986,0.3704964439856228,0.4670097852892345,-0.4757999837497829,-0.40362966765396546,0.7274836555161728,-0.14470216883432366,-0.020008877179678836,-0.16543975816702342,-0.3302142489721718,-0.13802788408307456,-0.26803734357023823,0.18670737128635173,0.06651863308595543,0.23900640630899478,0.1851885394204065,-0.074780721666531,-0.33496160798868463,-0.046663065842045506,0.21002884253161405,0.17928816506626347,-0.5407317437623881,0.3849407735773456,-0.5396378773513257,-0.6816536624317795,1.0,-0.2367148645057273,-0.35773208921518923,-0.6189910547667219,-0.1366525064151806,0.07741481117709947,-0.3780650671446202,-0.2728423885542722,-0.08795959407759875,-0.35577757133321125,-0.3818880789494905,0.16735550778168057,-0.264135178435498,-0.05897203528614234,-0.3938225204966042
"kcal_fish, seafood",-0.06758491544591512,-0.13014563656234762,-0.141340409721499,0.1334486176418541,-0.025172273484624655,0.18922280349716739,0.1965186660245266,0.15378304474074417,0.15364969315758106,0.14909298325065884,0.16708902229025124,0.1542491616387096,0.14508121021779385,-0.13384576022249142,0.1455522617977998,-0.2183563457084022,-0.1940592012868928,-0.08503560278532798,-0.08027193844470368,-0.13619860104340356,-0.08337978009028345,0.00999150979456668,-0.08910976103922376,-0.10677623754479644,0.01938979196766383,-0.0007684147452161068,0.06120123476056689,0.20482647736012277,-0.11970933316833221,-0.0035800975716198946,-0.001852670130434033,-0.17306762317514557,-0.1033233866755325,0.13836098472650343,0.016366767408936216,-0.24687225020077033,0.22458978962351575,0.8990492259582719,-0.024248640986236313,0.15682776984004887,0.44733398314713924,-0.196120277114963,-0.1591251984829791,0.32309946649241295,-0.22253650996437546,0.10347686036592203,-0.0022092060364774023,0.10870424237562817,0.14898945718574166,-0.2971366068811352,-0.065821706034733,-0.006549256529126396,-0.21135416333292076,0.07205921242664558,0.2148602121937003,-0.2367148645057273,1.0,0.07104502330366237,0.20502717528913086,-0.05349916051059358,0.17370121146551395,0.08343679829450132,-0.15573963287698375,-0.027473604507461055,0.026486539461344313,0.10527502483752996,0.2183147785360216,0.01816928434792789,0.07146636621903694,-0.029523269787222667
kcal_fruits - excluding wine,-0.05291329523046194,-0.021239132466201835,-0.04296649784942573,-0.1045656795456988,-0.0838829138384309,0.11447007388944963,-0.01397724951707148,0.08227948376625935,0.08747332367104883,0.11571032289025926,0.05957578283582231,0.12371548507197551,0.01164218433419287,-0.1038206963603306,-0.06787847038707989,0.019104188886531103,-0.10353422047873732,-0.09362248814723086,-0.07278116002917398,-0.07523713689648416,-0.14834994030524784,0.09429599301923333,0.11005074495897638,0.1468408356891998,0.10005284883459878,0.1332296203806089,0.08217633001099112,-0.029333683098090188,0.08949722003784263,-0.19333322350420554,-0.0952745244405444,-0.023700411849468864,0.08449245767000571,-0.016618039547399877,-0.13571734928935317,-0.21023917291701832,-0.060827720553242204,0.07975404863087762,0.6189339598277942,0.052910483117677744,0.07929101421708104,0.004948263082446746,0.03319881296657888,0.14088878062027543,0.13443527088572807,0.004609180098480936,0.26176708454980674,0.025918541196453915,-0.04168189941579626,-0.08130013603980242,0.09313149415161126,0.12072115900418431,-0.0326575226225428,-0.019495047178621924,-0.02629765695733231,-0.35773208921518923,0.07104502330366237,1.0,0.008788269653253224,-0.031722813496382694,0.04868904398251309,-0.008360754385149403,-0.08766038362273378,0.04426278098728189,-0.037430697588317074,-0.09066219881935714,-0.03463250108924629,-0.044570331745738385,0.07833270180333152,-0.06935892807623484
kcal_meat,0.10168653212249258,0.3370686043966927,-0.48455844591894565,0.5008694017359906,-0.08581275201037726,0.2357840267030259,0.458562753054496,0.28677334088807716,0.24220087246151822,0.3298369837591585,0.5564100813994451,0.46660082784925017,0.3040150401800128,-0.45510925641959843,0.42477742471605695,-0.13355226146284097,-0.542032280640475,-0.2469021100044875,-0.2772360368906201,0.10938831659010594,-0.4532504194543221,-0.3180929982067539,-0.43587603717158013,-0.2531575388305617,-0.06785678434124714,0.0445604933777517,0.2601753079596834,0.5440041523307831,-0.4439106541794694,0.08338912185731644,-0.40444264729291246,-0.36794134328481415,-0.5250187085606958,0.7854143848951501,0.4159855135682119,-0.5283943840866955,0.268230854817544,-0.05066769798981667,-0.11426888786662279,0.8485899170344615,0.22255171741586563,0.2615303141007279,0.07603089819622207,-0.2564302239646139,-0.4471890907471404,-0.25211007135851576,-0.3383235406368592,0.3689995033285795,0.016649212006439644,-0.46495077364006926,-0.14408909820431517,0.47379864335451355,-0.4184302933701765,0.5127777321362597,0.8531099731808003,-0.6189910547667219,0.20502717528913086,0.008788269653253224,1.0,0.4228603199822694,-0.16090725415173848,0.36035137624162406,0.06548841398928337,0.13562325773020706,0.20712078870155134,0.3577871907031933,-0.275374977795902,0.32458593881464604,0.0700150353201888,0.2605681675481852
kcal_offals,-0.12453030447002425,0.03574798949611252,-0.06626876658872904,0.01990266699897662,0.09617129050520459,-0.05853740917617675,-0.03400817264909502,-0.04465043024927596,-0.11745694156955508,-0.02800478306413513,-0.00795615691224682,-0.07618182727498046,-0.19999542690761585,0.04021207803612568,0.0035630470137223793,-0.055302737779370954,0.026029848103096363,-0.04854423980201368,-0.07096295156734633,0.1588167624637575,-0.057197082096126936,-0.10122528254374265,-0.0259652957893157,0.08261949617575556,-0.017798479284898805,0.015167094595472823,-0.0007878242565698436,0.08102180204523435,-0.0583189398573938,0.03386707111764816,-0.06938810155837224,-0.0948413159037909,-0.04938580498209466,0.3167473727577926,0.06172844701308335,-0.04128368589490543,0.010217280924608859,-0.11663050316940822,-0.05431336403879422,0.4025749305278029,0.0008281944266090586,0.14141759055239672,0.8553052404025723,-0.07899093795988178,-0.18357813671376771,-0.1901160112768645,-0.06045943943617151,0.15349846793822564,-0.07873734449444847,-0.2724742801474298,-0.006567285914005948,-0.03978192060742386,0.04202839858368893,0.13949095836626096,0.31827133630760485,-0.1366525064151806,-0.05349916051059358,-0.031722813496382694,0.4228603199822694,1.0,-0.1723935306449617,-0.10460947203002122,-0.13356477626717123,0.09241222603449485,0.08767469555167264,0.010759111461783984,0.004877598982463927,0.06623311491567778,-0.0021630572664428894,-0.11662834171172166
kcal_spices,0.0036529337749345984,0.0114087232878286,-0.18896245288131386,-0.0722984503951187,0.10785785798671124,0.12081994401386636,-0.0996617064447302,0.13915162701541373,0.09947448864032374,0.1173277810325577,0.029644440581790606,0.13452293754641176,0.08585815398932657,-0.10273398351213975,-0.0777945022892595,0.003697584120704382,-0.05516995889038382,0.13558473616846412,0.12083656841507244,0.1242018489203144,0.024869934438834704,0.05255915530642777,0.08422339690107909,0.13221256532468292,0.2020136666662088,0.1934641265841319,0.22134466308112313,0.11665921388381607,-0.08788162538232623,-0.2075138084873964,0.17907295671199547,-0.07723537662309914,0.001507676583866073,-0.0784217164132127,-0.09177768203895553,-0.03867485832128741,0.0837011377972173,0.2311186202203009,0.007760536976878868,-0.11185893652522899,0.13694220247532152,-0.020968432917550905,-0.12123611121167197,0.08462330952898865,0.14156043319748174,0.8716041304869434,0.032305362898412515,-0.0018013550421308072,0.10235627056833517,-0.03719933059652454,0.18066479151751888,-0.13055188492479528,-0.16455581316461304,0.0012922630968808196,-0.11983657822706062,0.07741481117709947,0.17370121146551395,0.04868904398251309,-0.16090725415173848,-0.1723935306449617,1.0,-0.01662298897718287,-0.16857981808912603,0.09557762022878244,-0.03528150709467707,-0.11888839095505015,-0.026979359171071745,-0.05131799776687533,-0.006915984655081091,-0.06022961487330211
kcal_sugar & sweeteners,0.14585387901038083,0.38600062589176337,-0.5062917821296672,0.31084875899903763,-0.13485800707025788,0.4207340148290016,0.28933963051110334,0.29149407772863806,0.2652394476301071,0.39463737700147045,0.5666110207083102,0.5038224690160827,0.35331739939802037,-0.5244479244981789,0.18791516706908792,-0.0785531057352639,-0.5492672510567341,-0.20242410520566986,-0.25509558065987736,0.005719857442700561,-0.4344909622887316,-0.28797831553035824,-0.22068305976161803,-0.053873830483766934,0.1561138360319727,0.16881595725020124,0.36321470479893225,0.421755771597398,-0.3793201601814623,0.05279358067490682,-0.43225920453423705,-0.3019073278022324,-0.511008383762657,0.4091723100809227,0.34576901480609556,-0.38739422514166993,0.3817909564476018,-0.016642447378628456,-0.08470081368690158,0.2464727994431025,0.16234771363365266,0.24773184581026095,-0.2782573186849824,-0.21710609826141922,-0.3138551038600783,-0.12747765678200712,-0.4377167890411435,0.1431715394579988,0.041886969254405285,-0.10615714520760568,-0.17285327230610154,0.6071566480448108,-0.39145153885066075,0.19799686184367934,0.4216068777264299,-0.3780650671446202,0.08343679829450132,-0.008360754385149403,0.36035137624162406,-0.10460947203002122,-0.01662298897718287,1.0,0.18235381508995951,0.013427862406801702,-0.03455160533727977,0.11153346981821981,-0.3115972444581395,0.12979501340236388,0.1428995627088116,0.334725321542583
kcal_vegetable oils,0.24181418376928077,0.17730141180358097,-0.12138452575537133,0.2511090457458861,-0.041091393244061115,0.057370889346209514,0.30052850352487553,0.10017201616986168,0.06391615123544367,0.08873918945813335,0.26818759185870766,0.25104432779127694,0.1731012890375094,-0.09923896693790443,0.3137992837111884,0.08684835357640143,-0.18422786978092942,-0.061005074281430226,-0.0658259564384553,-0.01196246038774994,-0.20612226053009844,-0.10207414994992366,-0.2638442352985689,-0.15928642296564274,-0.02374857114897363,0.0012370997520953482,0.20009237825149415,0.21048075898341972,-0.08581557036657059,0.02650042538820654,-0.44130267064950873,-0.161904767264704,-0.202618959129201,-0.21133684965103489,0.009208856842286083,-0.40468760088397543,0.014751626843377288,-0.30105082239108366,-0.17358584924220366,-0.2771174989147776,-0.10825235147805887,-0.0366957786168328,-0.32797793109119655,-0.3173554601295344,-0.2751211030126947,-0.26036374792197853,-0.2860793985050768,-0.06944212495701883,0.09914029188782812,0.7307944467066592,-0.17261983871948064,0.28267180730112806,-0.15436256032181708,0.06291064505669239,0.11969457956737943,-0.2728423885542722,-0.15573963287698375,-0.08766038362273378,0.06548841398928337,-0.13356477626717123,-0.16857981808912603,0.18235381508995951,1.0,0.0450423446148749,0.04855700959927256,0.11037993935916131,-0.1592671670260741,0.09690726500588061,0.03447931993427991,0.3262022953424204
kcal_vegetables,-0.0006683056134170626,0.19045738908620682,-0.4544795851046119,0.24350949198808314,0.04316337959143658,0.12229031408988544,0.08733121526363545,0.2802093566716801,0.22634131044633654,0.34430970528753585,0.4645072643778151,0.3444004778874876,0.2889349000051379,-0.3316423708371513,0.22983944496094827,0.03035126992370131,-0.3441197851028148,-0.05725997351293965,-0.0844358229452838,0.32788891752834415,-0.37963292154792505,-0.30959546198868926,-0.2153493158158625,-0.005325690904044361,0.0920777420816908,0.16893743926914656,0.29519802195184736,0.43140955568220407,-0.27931847141966637,-0.0077348074512677304,-0.17709634748189493,-0.18921798928028635,-0.3007313893852432,0.2724126211333749,0.1333028919622686,-0.21734561383940634,0.29185614757882444,-0.08814601772901395,-0.07129995899842943,0.10283618638886106,-0.03616953715300775,0.3540915764729748,-0.016371896913412388,-0.23482785595593147,-0.19666898772933764,0.04191611236845365,-0.30515500817369035,0.268567943782589,0.33673937490364125,-0.11848853563659877,0.8552902187657924,0.17349533861560507,-0.3919684134727771,0.05516912757436646,0.2622438588646368,-0.08795959407759875,-0.027473604507461055,0.04426278098728189,0.13562325773020706,0.09241222603449485,0.09557762022878244,0.013427862406801702,0.0450423446148749,1.0,-0.06018232423540535,0.08279884188445721,-0.24436000680905287,0.1161321592248885,-0.026147515532975465,0.09923883484385403
protein_alcoholic beverages,0.004355976602368775,0.2197332443806261,0.027453057680519432,0.37828867647059766,-0.10226045268250877,-0.2716395348901294,0.24106101703038468,0.10316777749393877,0.09483919775278986,0.1163841386200073,0.06937560732618567,0.10370797801793621,0.14432046024994474,-0.028693114927645192,0.31878860025183603,-0.12238617092320629,-0.11451310165076352,-0.059718902717452296,0.012802109959780808,0.23467704224204985,-0.0427149289669145,-0.08034155583720864,-0.4280735480175304,-0.4019800027535267,-0.2681885285374616,-0.1703507625321434,-0.1189350618062553,0.08488009086487837,-0.20885369851348448,0.22996162221862373,-0.14020799674201861,-0.16307236907482603,-0.15586617450417234,0.21092961236600127,0.2855420275794988,-0.17330961361582303,0.02142375552611044,-0.021200541558545356,0.005587308300482982,0.11962906237654541,-0.09799914840768438,0.06795214678714306,-0.028119647989079115,-0.07921671469409794,-0.1016350392947421,-0.05325075483406982,0.06752986118258958,0.16557003840516651,-0.04620391418233451,-0.11421756645320057,-0.12817392916775452,0.014678228227203096,-0.10720775621555136,0.724371654474452,0.2625093074518307,-0.35577757133321125,0.026486539461344313,-0.037430697588317074,0.20712078870155134,0.08767469555167264,-0.03528150709467707,-0.03455160533727977,0.04855700959927256,-0.06018232423540535,1.0,0.35052152653859675,0.09960726126154437,0.07220389364455282,-0.0008504591312762778,0.17337354592162796
protein_animal fats,-0.002644679023000366,0.3117470225477248,-0.27362232461894204,0.5403039784160241,-0.12199928187088185,-0.017577220227591384,0.4475292221052652,0.2057552984401412,0.18901342343457467,0.2473905173277128,0.390680016305407,0.3529771124321129,0.2807124889910235,-0.3026398834571579,0.4765292805651047,-0.21827378361291958,-0.4052702560230961,-0.14075749187246148,-0.15529304021269746,0.21307661761150218,-0.2652838706218995,-0.20666125552346185,-0.4821017034159742,-0.3075945279071446,-0.1268207030533038,-0.030602477863761447,0.1541651408625151,0.29820894474784465,-0.3900221366045468,0.1515969209926355,-0.27156296034052135,-0.21211766197868612,-0.4247406265877028,0.48911051615117385,0.7533189701270352,-0.34429940674590903,0.14015607530306257,-0.04101898536852902,-0.1266209967512812,0.17137181675088609,0.0047288483138032125,0.2035042156477021,-0.1823163757626781,-0.20220345939930892,-0.28975287713172904,-0.19065234120983182,-0.2050314967767839,0.27025142528863594,0.13109441116037637,-0.26015060474983503,-0.11282921065181993,0.2897803290309007,-0.31758075744202074,0.46428653001668935,0.5541991945886918,-0.3818880789494905,0.10527502483752996,-0.09066219881935714,0.3577871907031933,0.010759111461783984,-0.11888839095505015,0.11153346981821981,0.11037993935916131,0.08279884188445721,0.35052152653859675,1.0,-0.21550677064203497,0.29950143629312176,-0.02602613363022763,0.5211847917961183
protein_oilcrops,-0.09883787628329645,-0.37296297952904894,0.5122804782321724,-0.2810780760194784,0.03739092324974055,-0.16941555306755562,-0.19419473357594044,-0.2636690436941308,-0.22141526011943138,-0.29407760368044783,-0.43739745555603604,-0.3102478691387202,-0.16040909122756886,0.4759094380663959,-0.23586976053561687,-0.13844927521472733,0.4268021338661345,0.09105524208689823,0.13372755891154706,-0.11496311358906587,0.3558516986169021,0.2232541694599773,0.191663666389098,-0.06489696012585583,-0.19099796536824876,-0.24681779823459807,-0.4092417381636533,-0.3805864477163953,0.36877807431950616,-0.018817815431485894,0.32794540674370304,0.27075011072121435,0.37592014770508164,-0.4479798232696554,-0.3419243256717918,0.24395763275287743,-0.31327351749724747,0.253939673584029,-0.001626656318406877,-0.20236161790224888,-0.06690582109860048,-0.48298263540725117,0.09359596410411378,0.7108630674027844,0.13669462675926058,0.009209084641672083,0.2435918966934914,-0.3174091958778702,-0.22925120725434933,-0.037361591994197446,-0.10085665396687561,-0.3768289962802068,0.2890572740961204,-0.195502490665889,-0.4017143241262813,0.16735550778168057,0.2183147785360216,-0.03463250108924629,-0.275374977795902,0.004877598982463927,-0.026979359171071745,-0.3115972444581395,-0.1592671670260741,-0.24436000680905287,0.09960726126154437,-0.21550677064203497,1.0,-0.2358695394665961,-0.014165526153385836,-0.23026346896161723
